,Target
296768,0
222748,0
185067,1
190668,0
121353,0
110905,0
39431,0
74323,0
55211,0
256397,0
125853,0
180426,0
98537,0
102583,0
67513,0
151899,0
13360,0
232577,0
296464,0
82666,0
32660,0
172315,0
183727,0
175375,0
164283,0
46770,0
301830,0
252541,0
181106,0
237795,0
250298,1
185108,0
212684,0
282132,0
52766,0
56127,0
6742,0
171147,0
279708,0
32279,0
52220,0
167547,0
65818,0
79309,0
78804,0
101310,1
20908,0
165479,0
172630,0
52663,0
276572,0
160619,0
255472,0
84204,0
163547,0
49895,0
285422,0
105397,0
126251,0
187116,0
99589,0
55137,0
217439,1
213972,0
14714,0
88642,0
27309,0
261584,0
208703,0
194859,0
144089,0
120532,0
57419,0
177643,0
49041,0
166923,0
107598,0
186788,0
234233,0
269547,0
124908,0
251077,0
236553,0
113911,0
120009,0
283585,0
28453,0
285376,0
229280,0
265649,0
78428,0
176041,0
197309,0
250532,0
79369,1
59889,0
21025,0
202546,0
149904,0
148799,0
175559,0
124389,0
255129,0
158137,1
128599,1
54440,0
297124,0
211040,0
10264,0
85731,0
77850,1
195612,0
222272,0
52700,0
198795,0
149697,0
120494,0
271274,0
94171,0
291976,0
157502,0
165767,0
258553,0
206139,1
181748,0
249965,0
160558,0
93303,0
77317,0
164417,0
153932,0
107006,0
236199,0
272656,0
116133,1
119575,0
159315,0
163356,0
303314,0
100342,0
17339,0
48336,0
42847,0
135019,0
272586,0
124590,0
215887,0
134267,1
50512,1
302739,0
286643,0
125838,0
225988,0
221537,0
101168,0
132197,0
258966,0
187366,1
116857,0
114581,0
218376,0
178627,0
148531,0
214726,0
144321,1
172522,0
106356,0
129540,0
78456,0
19762,1
246792,1
31970,0
162986,0
182954,1
94489,0
48672,0
258314,0
225059,0
256444,0
188503,0
71654,0
88746,0
106339,1
145571,0
152498,0
242375,0
47019,0
254071,0
74433,0
221730,1
138921,0
169162,0
302377,0
81584,0
106798,0
41720,0
273772,0
28726,0
55543,0
186663,0
139894,0
298519,0
91741,0
26293,0
93154,0
262032,0
186469,0
85400,0
102994,0
224546,0
294952,0
224428,1
224941,0
202857,0
11001,0
256490,0
79053,0
34147,0
93019,0
231831,0
202298,0
76284,1
197280,0
105975,0
214331,0
96806,0
275287,0
136813,0
147090,0
231382,0
191020,1
15590,0
251272,0
227002,0
66008,0
288140,0
28336,0
273553,0
189211,0
189562,0
136970,0
292366,0
23079,0
252615,1
27386,0
131592,0
7323,0
58895,0
273535,0
248586,0
6345,1
226508,0
91201,0
151097,0
2969,0
267515,0
294663,0
110210,0
172737,0
78746,0
18182,0
103235,0
231804,0
126459,0
217761,0
186994,0
41077,0
51292,0
305929,0
209735,0
283233,0
158674,0
14895,1
266,0
93406,0
176212,0
139508,0
25050,0
85706,0
12017,0
151794,0
160368,0
287323,0
306685,0
15679,0
126175,0
259902,0
155639,0
190472,0
219215,0
108912,0
11120,0
116152,0
226054,1
266294,0
143450,0
33738,0
66447,0
231540,0
292744,0
41548,0
185754,0
97871,0
91897,0
38013,0
133325,0
150250,0
252367,0
44156,0
102901,0
193008,0
15280,0
222980,0
36043,0
5934,0
243156,0
211316,0
217955,0
23902,0
52314,0
253010,0
281679,0
121299,1
133830,0
302121,0
10280,1
104053,1
259491,0
185625,0
115731,0
299655,0
285614,0
156227,0
160159,0
211172,0
63336,0
43752,0
38716,1
247763,0
198277,0
168436,0
182653,0
171920,0
207823,1
1198,0
14057,0
290486,1
261299,0
201607,0
105457,0
43714,0
95981,0
244683,0
141607,0
139813,0
284932,0
10651,0
304369,0
149722,0
62530,0
118891,0
167014,0
280128,0
38159,0
76059,0
46631,0
186159,0
13634,0
236047,0
177495,0
273808,0
290103,0
76491,0
233847,0
71866,0
297028,0
241536,0
174170,0
136398,0
249430,0
131792,0
262470,1
59736,1
249643,0
187471,0
68971,1
189639,0
147444,0
117826,0
222784,0
276790,0
73956,0
250092,1
207707,0
160911,0
113838,0
183880,0
267938,0
144908,0
43519,0
276812,0
289535,0
135568,1
99763,0
190509,0
88347,0
37333,0
249151,1
87694,0
19285,0
81002,0
249008,0
11252,0
131332,0
1978,0
235905,0
247168,0
149258,0
105038,0
170418,0
277364,1
83744,0
54798,1
202674,0
3871,0
307176,0
209265,0
214621,0
232721,0
114289,0
107520,1
99213,0
297965,0
61015,0
129643,0
274471,0
288362,0
128177,0
182880,0
196073,0
155563,0
19442,0
290600,0
49059,0
56159,1
126277,0
176798,0
204409,0
273930,0
262273,0
214983,0
182466,0
213272,0
284786,0
286775,0
232607,0
60710,0
18552,0
166131,0
16540,0
262055,1
220121,0
94953,0
38832,0
211758,0
306849,0
158419,0
55742,0
49024,0
152688,0
144983,0
124621,0
230610,0
39909,1
163486,0
29860,0
110034,0
216936,0
7926,0
224426,0
245697,0
145174,0
239877,0
161355,0
247809,0
152023,0
167786,0
135074,0
94797,0
287872,0
30547,0
195339,0
243705,0
274554,0
133080,0
64752,0
10022,0
129791,0
132692,0
174573,0
174210,0
232105,0
123759,0
35786,0
157121,0
176786,0
76300,0
172279,0
156572,0
178986,0
219145,0
112452,0
70824,1
240209,0
23994,0
107764,0
272503,0
227120,0
85960,0
118923,0
41730,0
50825,1
69564,0
64474,0
70581,1
266436,0
285527,0
292795,0
87780,0
143863,0
237840,0
74811,0
248412,0
247887,0
126174,0
201443,0
13573,0
62692,0
99839,0
119332,0
159723,0
291674,0
168083,0
60831,0
17098,0
81930,0
270619,0
275974,0
42174,0
102239,0
21758,0
218268,1
164194,1
16805,0
105354,0
5485,0
64223,0
31812,0
140065,0
192368,0
163979,0
239200,0
131959,0
159048,0
235576,0
146590,0
87610,0
129287,1
254699,0
182977,0
150580,0
92045,0
18226,0
286972,0
227709,0
7140,0
180306,0
93005,0
184365,0
24539,0
92890,0
164646,0
177146,1
263403,0
212443,0
89630,0
134199,0
235856,0
97872,0
32976,0
136781,0
1309,1
169572,0
46111,1
62329,0
11309,0
186959,1
243805,0
15337,0
61886,0
3055,0
225212,0
73996,0
9663,0
200080,0
7971,0
294344,0
304232,0
45261,0
118064,0
250404,0
202780,1
216652,0
4765,0
202518,0
246920,0
302972,0
83349,0
17234,0
154232,0
8973,0
259268,0
14463,0
147266,0
284179,0
268468,0
2932,0
173738,0
188419,0
78569,0
14344,0
173496,0
224908,1
124612,0
209015,0
152251,0
250874,0
233780,0
222578,0
269522,0
133639,1
124026,0
63533,1
30410,0
298710,0
232510,0
297821,0
266835,0
57048,0
124092,0
263135,0
219043,0
159799,0
243597,0
135689,0
168001,0
10876,0
302908,0
160459,0
223330,0
148407,0
21232,0
269802,0
95104,0
129262,0
205017,0
30747,0
249969,0
221610,0
49476,0
176449,0
156758,0
55889,1
236577,0
138655,0
172532,0
284751,0
153121,0
90930,0
181993,1
87607,0
303324,0
51571,0
306053,0
219684,0
180521,0
288055,0
203169,0
8995,0
54652,1
134754,0
220757,1
15041,0
115278,0
157621,0
293403,0
220486,0
282213,0
62856,0
126663,0
153511,0
101191,0
270823,0
270639,1
76804,0
137650,0
225022,0
170978,0
90979,0
62536,0
199546,0
261324,0
269148,0
2005,0
223134,0
65916,0
147479,0
123227,0
94750,0
106571,0
83662,0
279737,0
93751,0
221168,0
203352,0
97107,0
123286,0
148535,0
231584,0
289802,0
77038,0
161000,0
120370,0
200291,0
74734,0
65410,0
299643,0
263299,0
221516,0
256817,0
80892,0
86456,0
123312,0
264548,0
84825,0
54368,0
270036,0
7576,0
183385,0
206561,0
106071,0
151142,0
208641,0
292640,0
196531,1
114544,0
120991,0
70926,0
288713,0
131562,0
295587,0
269616,1
76530,0
275825,0
146841,0
145710,0
264179,0
130080,0
253610,0
54998,0
41848,0
25309,0
167200,1
110760,0
144397,0
166482,0
27992,0
301858,0
291716,0
302166,0
246351,0
130682,0
217271,0
156108,0
172827,0
52707,0
84759,0
86404,0
300118,0
147088,0
8676,0
187915,0
16933,0
126560,0
40008,0
38109,0
52946,0
175615,0
232427,0
178393,0
251805,0
201233,0
142492,1
29,0
158982,0
120781,0
176698,0
73545,0
282003,0
7781,0
23835,0
129045,0
4173,0
287308,0
72537,0
152524,0
234710,0
290100,0
205307,0
176108,0
104603,0
58405,0
44413,0
104791,0
33160,0
244289,0
230373,1
107021,0
225015,0
270550,1
279137,0
275679,1
39476,0
121057,0
246491,0
169284,0
103213,1
241340,0
181662,0
252749,0
127629,0
9820,0
204268,0
136898,0
34894,0
30142,0
57732,1
261454,0
141263,0
171672,0
73868,0
193012,0
23361,0
101595,0
259471,0
113808,0
289191,1
132945,1
195543,0
116323,0
235086,0
244475,1
247971,1
189196,0
191923,0
109557,0
40599,0
72648,0
43624,0
100094,0
92692,1
139719,1
3148,0
176776,0
142165,0
41333,0
204515,0
23993,0
62814,0
99945,0
13335,0
170483,0
304429,0
232822,0
304497,0
143177,1
160593,0
78518,0
213462,0
222989,0
127567,0
138582,0
224030,0
261157,0
112136,0
66152,0
242380,0
164254,0
162610,0
234025,0
293701,0
35397,0
25140,0
259720,0
60214,0
14637,0
254398,0
164423,0
124289,0
91552,0
28847,0
72723,0
37269,0
44198,0
72089,0
39504,0
139141,0
17278,0
276424,0
174127,0
209472,0
151049,0
220547,0
122198,0
96883,0
102787,0
283560,0
288259,0
58593,0
112617,0
18413,0
2496,0
18113,0
208112,1
256758,0
293249,0
226535,0
136196,0
36502,0
148868,0
244762,0
187986,0
20762,0
102004,0
257377,0
156360,0
144086,0
153622,0
164659,0
225286,0
119334,0
297966,0
36021,0
287593,0
99707,0
299975,0
217735,0
175744,0
63577,0
136194,0
100482,0
176728,0
30977,0
143361,0
25731,0
164680,0
170272,0
258082,0
47643,0
300154,0
300627,0
203774,0
118215,0
245926,0
25688,0
70041,1
87153,0
234253,0
65346,0
42804,0
4690,0
287332,0
202681,0
214907,0
4210,0
149200,0
188256,0
234685,0
89894,0
16192,0
64715,0
150463,0
216788,0
260683,0
41560,0
213244,0
260958,1
58891,0
39397,0
29357,0
227835,0
183774,0
1001,0
194939,0
174134,0
39319,1
47673,0
64460,0
144935,0
25481,0
138474,0
140081,0
249584,1
173369,0
205386,0
259049,0
102672,0
228639,0
57194,0
216550,0
303810,1
239642,0
200890,0
128694,1
280709,1
7750,0
13156,0
105074,0
109450,0
191033,0
73903,0
137371,0
137847,0
134442,1
210854,0
295107,1
239837,0
71283,0
172554,0
157737,0
292119,0
104410,0
140451,0
95353,0
62783,0
91221,0
141977,0
149892,0
2900,0
265526,0
220554,1
211045,0
230276,0
203653,0
137563,0
197933,0
219472,0
226658,0
295106,0
292796,0
132184,0
200904,0
284842,1
194361,0
208692,1
48747,0
149405,0
263438,1
156322,0
275742,0
58770,0
139968,0
206568,0
287615,0
307399,0
142523,0
139623,0
3826,0
266672,1
88933,0
233235,0
203157,0
86695,0
85435,0
267271,0
64022,0
189041,1
286257,0
233646,0
167882,1
6215,0
242057,0
112585,0
271581,0
166301,0
173279,1
39723,0
254015,0
228020,0
65125,0
246063,0
98659,0
251555,0
225912,0
91228,1
275678,0
65081,0
185311,0
98943,0
236123,0
214459,0
129675,0
205455,1
205403,0
107609,0
84426,0
238791,0
10704,0
40433,0
4788,0
85024,0
8200,0
303603,0
11223,0
241617,0
277709,0
55763,0
158667,0
297194,0
258369,0
255654,0
71244,0
77607,0
287798,0
36112,1
49847,0
55772,0
157562,0
32785,0
99211,0
147945,0
22839,0
208658,0
47153,0
117859,0
181654,0
24851,0
274616,0
90373,1
65013,0
269016,0
27314,0
152235,0
173514,0
127996,0
44637,0
163974,0
119803,1
30233,0
101731,0
10867,0
40600,1
103181,0
159587,0
264748,0
101522,0
200332,0
296225,0
112666,0
164554,0
44607,0
223669,0
243789,0
17310,0
86243,0
185205,0
106469,0
55716,0
239904,0
26476,0
121864,0
251078,0
155154,0
9352,0
75443,1
280820,0
91443,0
55784,0
156805,0
126675,0
124493,1
28836,1
201932,0
246077,0
209859,1
173749,0
202043,0
107735,0
52145,0
137508,0
121302,0
99118,0
167163,0
203616,0
50379,0
268020,0
103250,0
39270,0
237105,0
267889,0
300732,0
224055,0
242446,1
56334,0
283237,0
28421,1
61716,0
291809,0
132929,0
14450,0
290741,0
36030,0
284276,0
211586,0
201868,0
38992,0
4192,0
297798,0
205028,0
299050,0
207593,0
82042,0
43490,0
294822,0
227799,0
195071,0
296455,0
101239,0
31238,0
365,0
22903,0
275833,0
179075,0
123881,0
165022,0
193655,0
232068,0
235138,0
189084,0
250893,0
143061,0
36973,1
51956,0
185508,0
187000,0
161280,0
151570,0
296197,0
59830,0
235838,1
148707,0
238182,0
8293,0
283578,0
42927,0
29795,0
111172,1
14309,0
89362,0
228270,0
180664,0
11943,0
124187,0
270079,1
247486,0
211804,0
282699,0
193775,0
218015,0
20822,0
287574,0
52684,0
176299,0
306585,0
247294,0
86367,0
268174,0
24083,0
244875,0
52815,0
215953,0
202979,0
227873,0
264920,0
59390,0
37341,0
79255,0
303743,0
196499,0
140291,0
81072,0
237087,0
16134,0
26039,0
43876,0
135823,1
128272,0
157338,0
1327,1
286471,0
285180,0
190882,0
160334,0
62928,0
215267,0
92237,0
243166,0
16377,0
40122,0
259594,0
104140,0
85084,0
81690,0
272055,0
254386,0
99245,0
171137,0
254574,0
270291,0
185796,0
152130,0
186796,0
12039,0
67965,0
57639,0
61902,0
126783,0
284703,0
260275,0
260838,0
224652,0
58690,0
119518,0
10999,0
208694,0
80640,0
149582,0
246428,0
146395,0
124947,0
100757,0
50997,1
88457,0
119138,0
170788,0
35157,0
209785,0
156833,0
9423,0
161095,0
59786,0
177598,0
73081,0
280094,0
108175,0
279067,0
15735,1
29376,0
284014,0
101983,1
48400,1
148488,0
224542,0
133475,0
243869,0
33748,0
150175,0
32060,1
56527,0
106911,0
66887,0
186167,0
36616,0
250062,0
306274,0
222136,0
162547,0
59281,0
246075,0
56460,0
109534,0
35038,0
71055,0
232207,0
251858,1
102916,0
190162,0
110328,0
176220,0
247278,0
227794,0
292379,0
147145,0
20481,0
279652,0
161522,0
12187,0
202541,0
92958,0
237080,0
168141,0
57163,0
81272,0
41761,0
92601,0
16403,0
298280,0
206342,0
98762,0
201237,0
219719,1
181464,0
101454,0
118092,0
215545,0
245250,1
58505,0
20301,0
237965,0
295375,0
204347,0
65516,0
211937,0
299742,0
154073,1
169570,0
190685,0
7859,0
247863,0
34537,0
190246,0
203771,0
168249,0
215969,0
90532,0
95056,0
240572,0
33308,1
215074,0
138836,0
143288,0
83435,0
298860,0
72344,0
229145,0
251853,0
25982,1
156020,0
83761,0
195081,0
166167,0
281150,0
254681,0
40902,0
78888,0
84114,0
43747,0
82495,0
213037,0
100601,0
169369,0
152696,0
25386,1
9290,0
173801,0
182771,0
24159,0
82293,0
78485,0
173161,1
226767,0
139292,0
112362,0
26217,0
144597,1
243261,0
39454,1
144816,0
26486,0
261166,0
186327,0
773,0
105692,0
289573,0
103848,0
107770,0
164640,0
4112,1
255274,0
42085,0
70783,0
44117,0
234070,0
3317,0
174743,0
258101,0
285612,0
86296,0
20007,0
177923,0
248560,0
146443,0
224051,0
161141,0
74132,0
107695,0
18623,0
262054,0
15959,0
127352,0
104717,0
242815,0
155975,0
163839,0
255898,0
184898,0
35897,0
134714,0
178447,0
195664,0
208871,0
9095,0
69854,0
70490,0
270564,0
133601,0
57549,1
30931,0
230977,0
211805,0
220311,0
210243,1
26551,0
247850,0
112692,0
202215,0
55194,1
171080,0
36872,0
115536,1
257296,0
211227,0
36391,0
261363,0
108339,0
274631,1
165823,0
4605,0
163576,0
197835,0
286600,0
304763,0
292557,0
131166,1
220323,0
268336,0
2959,0
49966,0
81569,0
229890,0
295505,1
201640,0
83509,1
9970,0
73817,0
193795,0
296312,0
241990,0
235487,0
208203,1
204604,0
235723,0
132904,0
147822,0
152641,0
301601,0
128665,0
27036,0
107258,0
240756,0
160193,0
183681,0
12612,0
296685,0
204000,0
290657,0
248283,0
50973,0
65436,0
273446,0
69737,0
145218,0
282419,0
170288,0
204602,0
136943,0
68418,0
232727,1
215482,0
21706,0
77296,0
281978,0
273139,0
201525,0
193796,0
238777,0
304595,0
165970,0
128711,0
161549,0
199962,0
184842,0
307317,0
90716,0
127721,0
245537,0
128540,0
5076,0
122309,0
46655,1
184462,0
262324,0
55966,1
46853,0
295905,0
45825,0
140789,0
287230,0
208852,0
168251,0
208980,0
171952,0
75711,0
103139,0
210529,0
1735,0
116220,0
95977,0
58530,0
138736,0
162822,0
190512,0
267329,0
106229,0
89401,0
299097,0
212164,0
262910,0
159235,1
76117,0
302600,0
71547,1
228350,0
71242,0
236037,0
259498,0
250318,0
66378,0
162700,0
70657,0
151384,0
305315,0
233449,0
153244,0
33605,0
246552,0
228180,0
252678,0
146461,0
84373,0
91112,0
23441,0
142599,0
11055,0
11890,0
240384,0
1704,0
280551,0
117011,0
244725,0
13770,0
265112,0
210255,0
131455,1
173118,0
200051,0
193940,0
168425,0
42754,0
33456,0
293662,0
157022,1
291594,0
277087,0
265330,0
158342,0
22097,0
97475,0
281096,1
240871,0
273977,0
219100,0
5664,0
29563,0
231881,0
261616,0
65368,0
74179,1
74104,0
127818,1
41633,0
125016,0
8901,0
98861,0
218166,0
46520,0
209163,0
75570,0
237606,0
183702,0
221433,0
218291,0
28331,0
68594,0
220138,0
47999,0
180334,0
194374,0
202574,0
180022,0
170813,0
303422,0
145038,0
251674,0
200747,0
165484,0
305478,0
29482,1
5456,0
246189,0
130734,0
146608,0
276324,0
276970,0
268486,0
70537,0
246934,0
225662,1
291741,0
138348,0
50367,0
256216,0
249224,0
20616,0
56640,0
67669,0
15721,0
74226,0
223129,0
33561,0
79253,0
109171,0
6565,0
212927,0
19974,0
97137,0
102331,0
82203,0
69177,0
225474,0
269367,0
29484,0
256967,0
43486,0
164948,0
214186,0
81419,0
104154,1
16453,1
214045,0
43370,0
262437,0
84784,0
184554,0
140956,0
185598,0
209198,0
2865,0
22132,1
217075,0
212230,0
101470,0
249907,0
290597,0
281093,0
82414,0
171268,0
244472,0
267994,0
19045,1
261458,1
116306,0
296335,0
19723,1
230287,1
230666,0
262131,0
253164,0
82029,0
185669,0
81924,0
293978,0
298390,0
269426,0
34763,0
49747,0
246238,0
103436,0
162800,0
58416,0
256036,0
266707,0
243350,0
101348,0
59392,0
257809,0
31370,0
36843,0
79436,0
271803,0
172867,0
22305,0
22669,1
241445,0
164161,0
127522,0
158080,0
108867,0
220078,0
266069,0
205816,0
45942,0
32134,0
257447,0
290382,0
82846,0
94991,0
83280,0
210613,0
214761,0
296734,1
173043,0
163991,0
164485,0
101968,0
37840,0
284269,1
6945,0
112513,1
80532,0
280683,0
37234,0
32664,0
3769,0
173332,0
93158,0
19055,0
136724,0
236700,0
249738,0
208193,1
230182,0
171943,0
259307,0
134531,0
74414,0
286206,0
112225,0
8714,0
232002,0
149559,0
214929,0
229654,0
222819,0
142563,0
278884,0
185740,1
301023,0
48761,0
4306,0
273236,0
178912,0
134711,0
298103,0
68521,0
22551,0
141887,0
243898,0
292132,0
60215,0
75035,0
244046,0
27532,0
256507,0
39901,0
284735,0
24436,0
52135,0
170284,0
153444,1
122028,0
225196,0
253439,0
20113,0
24770,0
227099,0
149650,0
136651,0
270188,0
62290,0
39946,0
52822,0
166759,0
43887,0
273062,0
147980,0
250365,0
259844,0
124591,0
52093,0
116015,0
158655,0
272117,0
47562,0
124465,0
154390,0
120759,1
103128,0
74191,0
169648,0
222878,0
274646,0
94538,0
303118,0
262815,0
44623,0
98361,0
234234,0
13289,0
155373,0
177214,0
101322,0
69267,0
292741,0
106781,0
80749,0
215989,0
114137,0
222563,0
273519,0
184100,0
70510,0
267827,0
44214,0
125713,0
262183,0
255411,0
282533,0
183458,0
176965,1
302307,0
7445,0
207331,0
13720,0
148095,0
189695,0
227525,0
121247,0
90393,1
6975,0
250143,0
164343,1
38902,0
78808,0
273507,0
43598,0
158017,0
102151,0
213425,0
288849,0
65825,0
160745,0
181078,0
222019,0
23610,0
69355,0
154215,1
232830,0
234068,0
226079,0
72302,0
5003,0
48136,0
229974,0
183808,0
95043,0
194000,1
249005,0
138539,0
149875,0
231936,0
147094,0
79651,0
81960,0
168272,0
105863,1
114510,0
54247,0
122150,0
221377,0
158956,0
217434,0
260624,1
93211,0
145102,0
238566,0
249750,0
104566,0
93890,0
239145,0
130287,1
28682,0
279441,0
17317,0
118458,0
289623,0
170226,0
141094,0
296434,0
230717,0
158144,0
163415,0
287215,0
221487,0
11526,0
50596,0
296369,1
265211,0
166286,0
239225,0
52487,0
248337,0
266607,0
149318,0
76054,0
291189,0
70393,0
278717,0
9360,0
207199,0
238287,0
60113,0
210804,0
64459,0
42564,0
37314,0
236292,0
243400,0
145432,0
233535,0
40941,0
123208,0
108438,1
199680,0
267497,0
288441,0
47730,0
230205,0
144170,0
172386,0
9635,0
155823,0
157506,0
35643,0
162102,0
160735,0
171117,0
251869,0
234215,0
50343,0
289586,0
89697,0
192677,0
252194,0
240959,0
139617,0
71942,0
280190,0
66896,0
155648,0
69635,0
251651,0
256083,0
282874,0
176677,0
206349,0
286059,0
282771,0
30613,0
126851,0
307345,0
86153,0
265518,0
87542,0
133320,0
228789,0
262033,0
249684,0
36191,0
296532,0
115283,0
6031,0
191503,0
254883,0
302448,0
207165,0
270703,0
276240,0
196832,0
137697,0
133448,0
174691,1
15633,0
49933,0
291190,0
279140,0
290988,0
200059,0
221657,0
127314,1
80340,0
89632,0
138389,0
228573,0
192369,0
106759,0
153652,0
233795,1
68387,1
277072,0
34523,0
272882,0
193105,0
264972,0
302747,0
299157,0
147075,0
111919,0
306046,0
291391,0
189039,0
227998,0
142977,0
212192,0
294764,0
111824,0
289199,0
96666,1
36426,0
25748,0
30869,1
52876,0
299032,0
63186,0
126180,0
264923,0
111344,0
74816,0
43637,0
240856,0
12519,0
177636,0
180960,0
186636,0
216529,0
215302,0
262327,0
14435,0
122167,0
88558,0
68970,0
178829,0
129926,0
128852,0
42707,0
159105,0
94817,0
264370,0
121999,0
127014,0
170083,0
179689,0
49306,0
174927,0
224100,0
71315,1
200264,0
98639,0
295980,0
296268,1
114628,0
22144,1
92009,0
127663,0
62546,0
148087,0
92385,0
280804,0
148054,0
54305,0
96189,0
224566,0
58930,0
21590,1
12089,0
24376,0
147133,0
118373,0
193667,0
180776,0
150492,0
70856,0
233337,0
75824,0
188568,0
161800,0
178549,0
265777,1
59791,0
29057,0
264348,0
132242,0
129175,0
151814,1
86299,0
215040,0
248408,0
11043,0
142247,0
18383,0
134122,0
57740,0
62746,0
141342,0
124786,0
9072,0
263417,0
301479,0
163771,1
105824,0
267137,0
140981,0
31487,1
18238,0
211352,0
302487,0
230436,0
276105,0
160463,0
95059,0
118006,0
260868,0
257557,0
204256,0
111291,0
134902,0
252866,0
105321,0
166110,0
193183,0
294543,0
562,0
118229,1
16905,0
137011,0
97031,0
5527,0
159663,1
232793,0
201536,0
229989,0
47810,0
225482,0
91520,0
94085,0
166475,0
35995,0
61541,1
296727,0
36335,0
182410,0
233100,0
137969,0
33491,0
54623,0
231519,0
59286,0
137221,1
184334,0
137911,0
280678,0
245794,0
32811,1
169977,0
84467,0
107522,1
241130,1
185526,1
260061,0
172675,0
139046,0
141545,0
284692,0
101385,0
63777,1
180188,0
304655,0
181307,0
282564,0
78689,0
23364,0
29474,0
283902,0
113336,0
303453,0
159511,0
255882,0
197539,0
221215,0
202240,0
235221,0
21239,0
216985,0
87346,0
285229,0
2807,0
248698,0
266363,0
90837,0
140747,1
61896,0
264287,0
208098,0
236614,0
51435,0
162069,0
230451,0
68793,0
93240,0
295052,0
176064,0
235826,0
241908,0
118929,0
199894,1
185227,0
235656,0
231464,0
243646,0
186262,1
203936,0
53665,0
237140,0
44735,0
203150,0
126598,0
233376,0
185463,0
28088,0
133256,0
46216,0
56636,0
275468,0
92265,0
300866,0
241398,1
47517,0
40292,0
297386,0
214420,0
32740,0
10856,0
209426,1
152295,0
77387,0
202231,1
185619,0
143273,0
38391,0
153257,0
210187,0
161212,0
158210,0
183290,0
25407,0
212786,0
44121,0
10226,0
288287,1
14118,0
116396,0
299904,0
105305,0
47677,0
179707,1
202847,0
113879,0
196032,0
165065,1
17627,0
263697,0
1326,0
244513,1
63566,0
260842,0
60202,0
273089,0
303265,0
117492,1
90829,0
266518,1
124981,0
103434,0
101440,0
54213,0
23963,0
110707,0
107507,0
262948,0
102531,0
194519,0
84054,0
76770,1
248116,0
203378,0
94851,0
152355,0
282786,0
22629,1
301569,0
184961,0
219905,0
262651,0
77422,0
117092,0
111889,0
141562,0
272368,0
69727,0
117808,0
106700,0
154394,0
62457,0
172319,0
57061,0
34823,1
237254,0
244524,0
7664,0
220886,0
45582,0
169980,0
141434,0
148408,0
213043,0
172329,0
142237,0
33013,0
87310,0
274799,0
290862,0
62119,0
7016,0
141526,0
176943,0
26726,0
52708,0
296074,1
169583,0
180351,1
295314,0
160030,0
240958,1
232129,0
193776,0
306738,0
250334,0
116462,0
186567,0
66058,1
69563,0
228447,0
61830,1
168469,0
238293,0
161898,0
210909,1
279996,0
273232,0
173062,0
125809,0
193217,0
219546,0
88322,0
163636,0
177781,0
176219,0
303491,0
201761,1
145074,0
214173,0
220599,0
266963,0
17816,0
251465,0
117821,1
31601,0
99532,0
49628,0
141308,1
259547,0
19080,1
97826,0
46748,0
105831,0
172530,0
143501,0
276960,0
66652,0
291988,0
21407,0
35645,1
115494,1
245506,0
95177,0
261839,0
228881,0
43214,0
223417,0
276745,0
167579,0
267461,0
236135,0
286411,0
302768,0
54165,0
102304,0
200447,0
15662,0
45885,0
193250,0
281402,0
287195,0
19044,0
7226,0
216945,0
286408,0
269574,0
199387,0
131804,0
145185,0
240260,1
215553,0
191261,0
293398,0
54193,0
88690,0
288671,0
89641,0
214796,0
51879,0
294759,0
283451,0
282191,0
158262,0
253538,0
288903,0
302931,0
34842,0
305222,0
131287,0
293610,0
74170,0
197994,1
177330,0
277953,0
165175,0
106899,0
281526,0
173822,0
41973,0
230604,0
254057,1
10743,0
155999,0
158619,0
19641,0
305587,0
94612,1
60515,0
276726,0
232345,0
83730,0
149510,0
203703,0
273963,0
296865,0
80396,0
10817,0
307174,0
200157,1
219385,0
46178,0
124422,0
49935,0
218102,0
8208,1
124589,0
262126,0
304601,0
276678,0
230788,0
224821,0
4187,0
290215,0
13602,0
238973,0
246364,0
293171,0
158134,0
288723,0
284165,0
284436,0
5900,0
288363,0
170420,1
207686,0
26544,0
280068,0
102249,0
197262,0
2791,0
25234,0
221128,0
222869,0
82213,0
185757,0
256048,0
194198,0
85716,0
108795,0
9580,0
119890,0
198960,0
94913,0
100413,0
6297,0
187351,0
242592,1
238323,0
112738,0
43566,0
298400,0
242159,0
214388,1
305682,1
43162,0
253584,0
165990,0
56600,0
131448,0
97738,0
22464,0
104565,1
295763,0
281315,0
110117,0
118820,0
168017,0
225641,0
6673,0
245094,0
78003,0
236375,0
48809,1
92939,0
48504,0
282478,0
250955,1
214776,0
252964,0
65093,0
43579,0
235714,0
10403,0
263411,0
187752,0
158875,0
43410,0
278736,0
214719,0
138413,0
279690,0
231633,0
271260,0
167292,0
82836,0
301708,0
12132,0
95951,0
19643,0
178740,1
22518,0
303840,1
210703,0
88146,0
172642,1
167037,0
224695,0
197412,0
29901,0
274037,0
8457,0
114407,0
95715,0
198598,0
297519,0
81865,0
2424,0
60007,0
95282,0
228414,0
136315,0
63285,0
134155,0
97144,1
162836,0
35904,0
165673,0
126056,0
146255,0
116923,0
25033,1
47072,0
157411,1
220162,0
263207,0
176224,0
3923,0
70085,0
188527,0
138431,0
159940,0
258885,0
90793,0
132868,0
146751,0
86168,0
3106,0
17083,1
213411,0
258673,0
150412,0
40329,0
105665,1
82290,1
2175,0
210683,0
61118,0
16815,1
52223,0
95532,0
61718,0
180215,0
237216,1
232975,0
298324,0
205005,0
163275,0
51184,0
